city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month
MAKKAH,HM No  89069  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,RAWABI,CANOLA,10L,RAWABI CANOLA 10L ECO,71-80,2023,11
AL BAHA,HM No  79171  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,NAJMA,CANOLA,0.5L,NAJMA CANOLA 0.5L,21-30,2023,11
AL BAHA,HM No  83406  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,NAJMA,VEGETABLE,4L,NAJMA VEGETABLE 4L PREMIUM,81-90,2023,12
MAKKAH,HM No  56196  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,RAWABI,SUNFLOWER,4.5L,RAWABI SUNFLOWER 4.5L FAMILY PACK,71-80,2023,10
DAMMAM,HM No  56516  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,ZAHRA,VEGETABLE,0.6L,ZAHRA VEGETABLE 0.6L ECO,11-20$,2023,9
AL KHARJ,HM No  84739  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,ZAHRA,VEGETABLE,4L,ZAHRA VEGETABLE 4L PREMIUM,21-30,2022,11
JEDDAH,HM No  61840  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,NAJMA,VEGETABLE,2.9L,NAJMA VEGETABLE 2.9L PLUS,21-30,2022,3
AL AHSA,HM No  63515  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,ZAHRA,VEGETABLE,1L,ZAHRA VEGETABLE 1L,21-30,2022,9
TABUK,HM No  73826  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,RAWABI,CANOLA,0.75L,RAWABI CANOLA 0.75L PLUS,11-20$,2024,5
AL BAHA,HM No  85002  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,GULF GOLD,VEGETABLE,2.9L,GULF GOLD VEGETABLE 2.9L FAMILY PACK,61-70,2024,6
AL AHSA,HM No  85272  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,ZAHRA,CANOLA,0.75L,ZAHRA CANOLA 0.75L,41-50,2022,5
TAIF,HM No  58795  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,CORN,1L,RIMAL CORN 1L TWIN PACK,101+,2023,2
AL KHARJ,HM No  66709  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,RAWABI,COCONUT,1.8L,RAWABI COCONUT 1.8L ECO,21-30,2023,11
JAZAN,HM No  95515  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,BAYTNA,COCONUT,0.5L,BAYTNA COCONUT 0.5L FAMILY PACK,51-60,2024,12
AL BAHA,HM No  62624  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RIMAL,VEGETABLE,4L,RIMAL VEGETABLE 4L TWIN PACK,71-80,2022,6
JAZAN,HM No  74834  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,RIMAL,COCONUT,0.5L,RIMAL COCONUT 0.5L PLUS,21-30,2024,2
AL BAHA,HM No  85937  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,ZAHRA,CORN,4.5L,ZAHRA CORN 4.5L,61-70,2023,5
DAMMAM,HM No  64795  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,NAJMA,CANOLA,1.8L,NAJMA CANOLA 1.8L TWIN PACK,71-80,2022,2
DAMMAM,HM No  84503  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,RIMAL,SUNFLOWER,0.5L,RIMAL SUNFLOWER 0.5L PREMIUM,61-70,2024,10
TABUK,HM No  86145  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,RIMAL,CANOLA,0.2L,RIMAL CANOLA 0.2L TWIN PACK,61-70,2023,3
HAIL,HM No  98581  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,SABAYA,VEGETABLE,0.6L,SABAYA VEGETABLE 0.6L PLUS,11-20$,2024,9
MAKKAH,HM No  60190  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,GULF GOLD,SUNFLOWER,4L,GULF GOLD SUNFLOWER 4L FAMILY PACK,51-60,2022,12
AL BAHA,HM No  74258  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,RIMAL,SUNFLOWER,9L,RIMAL SUNFLOWER 9L ECO,31-40,2023,6
YANBU,HM No  82914  GS-CENTER-YANBU MAIN RD  YANBU,NAJDI CONSUMER,LARA,SUNFLOWER,3L,LARA SUNFLOWER 3L FAMILY PACK,41-50,2023,11
JEDDAH,HM No  70031  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,NOUR,CANOLA,4.5L,NOUR CANOLA 4.5L,21-30,2024,4
JEDDAH,HM No  60820  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,ZAHRA,CORN,3L,ZAHRA CORN 3L ECO,11-20$,2023,11
AL KHARJ,HM No  97893  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,SABAYA,SUNFLOWER,3L,SABAYA SUNFLOWER 3L FAMILY PACK,91-100,2024,2
JAZAN,HM No  50910  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,NAJMA,SUNFLOWER,9L,NAJMA SUNFLOWER 9L PREMIUM,61-70,2022,12
AL BAHA,HM No  84610  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,RIMAL,SUNFLOWER,0.6L,RIMAL SUNFLOWER 0.6L FAMILY PACK,91-100,2022,3
JEDDAH,HM No  74055  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,BAYTNA,CORN,0.2L,BAYTNA CORN 0.2L ECO,81-90,2023,3
HAIL,HM No  57420  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,HILAL,VEGETABLE,10L,HILAL VEGETABLE 10L,51-60,2023,8
TABUK,HM No  67350  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,NAJMA,VEGETABLE,1.8L,NAJMA VEGETABLE 1.8L TWIN PACK,51-60,2024,9
RIYADH,HM No  80346  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,NAJMA,CORN,0.2L,NAJMA CORN 0.2L PREMIUM,81-90,2023,5
HAIL,HM No  57023  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,NOUR,COCONUT,1.8L,NOUR COCONUT 1.8L PLUS,11-20$,2022,7
YANBU,HM No  62946  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,BAYTNA,VEGETABLE,0.6L,BAYTNA VEGETABLE 0.6L ECO,21-30,2023,1
DAMMAM,HM No  93033  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,HILAL,SUNFLOWER,1.8L,HILAL SUNFLOWER 1.8L PLUS,51-60,2023,7
DAMMAM,HM No  85155  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,ZAHRA,SUNFLOWER,4.5L,ZAHRA SUNFLOWER 4.5L ECO,31-40,2022,6
MAKKAH,HM No  78440  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NOUR,COCONUT,0.5L,NOUR COCONUT 0.5L TWIN PACK,51-60,2022,3
JAZAN,HM No  77594  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,NAJMA,COCONUT,4.5L,NAJMA COCONUT 4.5L TWIN PACK,81-90,2024,5
JEDDAH,HM No  77596  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,BAYTNA,SUNFLOWER,10L,BAYTNA SUNFLOWER 10L FAMILY PACK,31-40,2023,7
AL KHARJ,HM No  97578  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,GULF GOLD,CANOLA,0.5L,GULF GOLD CANOLA 0.5L,31-40,2022,6
AL KHARJ,HM No  50894  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,NAJMA,CORN,1.8L,NAJMA CORN 1.8L PREMIUM,11-20$,2023,8
TABUK,HM No  68495  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,ZAHRA,SUNFLOWER,0.75L,ZAHRA SUNFLOWER 0.75L PREMIUM,31-40,2024,9
DAMMAM,HM No  66349  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,ZAHRA,CORN,9L,ZAHRA CORN 9L TWIN PACK,71-80,2022,8
MAKKAH,HM No  56754  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,HILAL,VEGETABLE,4.5L,HILAL VEGETABLE 4.5L FAMILY PACK,31-40,2022,2
DAMMAM,HM No  76298  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,LARA,COCONUT,0.6L,LARA COCONUT 0.6L ECO,11-20$,2024,4
JEDDAH,HM No  53339  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,RAWABI,VEGETABLE,1L,RAWABI VEGETABLE 1L FAMILY PACK,41-50,2022,6
JAZAN,HM No  81404  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,BAYTNA,SUNFLOWER,4.5L,BAYTNA SUNFLOWER 4.5L,51-60,2022,5
HAIL,HM No  68386  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,RAWABI,COCONUT,1.5L,RAWABI COCONUT 1.5L,31-40,2022,1
RIYADH,HM No  93281  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,HILAL,CORN,2.9L,HILAL CORN 2.9L PLUS,101+,2022,7
DAMMAM,HM No  66532  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,NOUR,CORN,1L,NOUR CORN 1L,21-30,2024,1
AL BAHA,HM No  86160  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,NOUR,CORN,9L,NOUR CORN 9L PLUS,101+,2024,10
HAIL,HM No  65614  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,HILAL,VEGETABLE,1.8L,HILAL VEGETABLE 1.8L,21-30,2022,11
MAKKAH,HM No  89441  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,NAJMA,VEGETABLE,4.5L,NAJMA VEGETABLE 4.5L TWIN PACK,41-50,2024,8
JEDDAH,HM No  54907  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,LARA,SUNFLOWER,10L,LARA SUNFLOWER 10L TWIN PACK,91-100,2024,3
RIYADH,HM No  58377  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,9L,RAWABI VEGETABLE 9L PLUS,91-100,2023,6
YANBU,HM No  91278  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,RAWABI,CANOLA,2.9L,RAWABI CANOLA 2.9L ECO,91-100,2024,1
DAMMAM,HM No  89266  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,GULF GOLD,CORN,0.2L,GULF GOLD CORN 0.2L PREMIUM,11-20$,2024,4
MAKKAH,HM No  76050  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,BAYTNA,VEGETABLE,0.5L,BAYTNA VEGETABLE 0.5L TWIN PACK,81-90,2024,7
AL KHARJ,HM No  75575  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RIMAL,CORN,0.75L,RIMAL CORN 0.75L TWIN PACK,11-20$,2022,10
TAIF,HM No  88804  GS-CENTER-TAIF MAIN RD  TAIF,NOVA FOODS,BAYTNA,SUNFLOWER,3L,BAYTNA SUNFLOWER 3L FAMILY PACK,91-100,2023,5
TAIF,HM No  69422  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,BAYTNA,CANOLA,0.6L,BAYTNA CANOLA 0.6L TWIN PACK,11-20$,2024,4
TABUK,HM No  52561  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,LARA,COCONUT,1L,LARA COCONUT 1L,41-50,2022,9
JEDDAH,HM No  50091  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,RIMAL,CORN,1.5L,RIMAL CORN 1.5L,91-100,2023,12
DAMMAM,HM No  76761  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,NOUR,CANOLA,4.5L,NOUR CANOLA 4.5L,61-70,2022,12
TABUK,HM No  61582  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,NAJMA,VEGETABLE,4.5L,NAJMA VEGETABLE 4.5L PREMIUM,21-30,2024,12
MAKKAH,HM No  75033  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,RIMAL,VEGETABLE,0.75L,RIMAL VEGETABLE 0.75L ECO,41-50,2023,5
TAIF,HM No  88119  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,GULF GOLD,SUNFLOWER,0.75L,GULF GOLD SUNFLOWER 0.75L FAMILY PACK,71-80,2023,3
YANBU,HM No  56140  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,GULF GOLD,SUNFLOWER,0.6L,GULF GOLD SUNFLOWER 0.6L TWIN PACK,41-50,2024,8
MAKKAH,HM No  61823  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,NAJMA,CORN,0.6L,NAJMA CORN 0.6L TWIN PACK,71-80,2024,10
TAIF,HM No  54551  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,ZAHRA,SUNFLOWER,0.75L,ZAHRA SUNFLOWER 0.75L ECO,71-80,2022,12
AL KHARJ,HM No  58997  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,RIMAL,CANOLA,1.8L,RIMAL CANOLA 1.8L ECO,11-20$,2022,1
AL BAHA,HM No  52866  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,HILAL,CANOLA,1L,HILAL CANOLA 1L TWIN PACK,101+,2022,1
JEDDAH,HM No  85544  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,ZAHRA,COCONUT,0.6L,ZAHRA COCONUT 0.6L ECO,101+,2023,3
TABUK,HM No  71741  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,GULF GOLD,COCONUT,0.2L,GULF GOLD COCONUT 0.2L PREMIUM,51-60,2024,9
JEDDAH,HM No  51389  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,ZAHRA,VEGETABLE,1L,ZAHRA VEGETABLE 1L,91-100,2023,3
RIYADH,HM No  64700  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,HILAL,SUNFLOWER,1.8L,HILAL SUNFLOWER 1.8L TWIN PACK,61-70,2024,5
TAIF,HM No  94853  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,ZAHRA,SUNFLOWER,0.6L,ZAHRA SUNFLOWER 0.6L,41-50,2022,5
HAIL,HM No  54999  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,ZAHRA,CORN,0.5L,ZAHRA CORN 0.5L,101+,2022,3
JAZAN,HM No  84765  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,RIMAL,COCONUT,4.5L,RIMAL COCONUT 4.5L ECO,31-40,2024,11
TABUK,HM No  90944  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,NOUR,CANOLA,1L,NOUR CANOLA 1L ECO,61-70,2023,12
JEDDAH,HM No  50142  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,GULF GOLD,CORN,0.6L,GULF GOLD CORN 0.6L ECO,81-90,2024,8
JEDDAH,HM No  57416  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,LARA,COCONUT,0.5L,LARA COCONUT 0.5L PLUS,31-40,2022,7
HAIL,HM No  70926  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,RAWABI,SUNFLOWER,9L,RAWABI SUNFLOWER 9L ECO,101+,2024,6
DAMMAM,HM No  92857  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,RAWABI,SUNFLOWER,3L,RAWABI SUNFLOWER 3L ECO,91-100,2024,8
AL KHARJ,HM No  85141  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,RAWABI,CANOLA,4L,RAWABI CANOLA 4L FAMILY PACK,71-80,2024,10
MAKKAH,HM No  99039  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,ZAHRA,COCONUT,1.5L,ZAHRA COCONUT 1.5L,41-50,2022,6
AL KHARJ,HM No  81059  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,ZAHRA,CANOLA,1.5L,ZAHRA CANOLA 1.5L PLUS,31-40,2023,8
DAMMAM,HM No  86143  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,HILAL,COCONUT,0.75L,HILAL COCONUT 0.75L,31-40,2022,12
MAKKAH,HM No  59376  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,NAJMA,SUNFLOWER,1.5L,NAJMA SUNFLOWER 1.5L,21-30,2024,10
JEDDAH,HM No  81249  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,NAJMA,COCONUT,1.5L,NAJMA COCONUT 1.5L TWIN PACK,21-30,2022,2
RIYADH,HM No  87301  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,GULF GOLD,COCONUT,2.9L,GULF GOLD COCONUT 2.9L FAMILY PACK,31-40,2024,9
MAKKAH,HM No  69628  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,RAWABI,CORN,2.9L,RAWABI CORN 2.9L FAMILY PACK,11-20$,2023,2
DAMMAM,HM No  53932  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,RIMAL,COCONUT,3L,RIMAL COCONUT 3L TWIN PACK,11-20$,2023,7
AL BAHA,HM No  79772  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,RIMAL,VEGETABLE,1L,RIMAL VEGETABLE 1L FAMILY PACK,41-50,2023,3
TABUK,HM No  56025  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,GULF GOLD,COCONUT,1.8L,GULF GOLD COCONUT 1.8L PREMIUM,11-20$,2022,7
DAMMAM,HM No  98889  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,1.5L,SABAYA SUNFLOWER 1.5L FAMILY PACK,71-80,2023,3
RIYADH,HM No  74345  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,HILAL,CORN,0.5L,HILAL CORN 0.5L,21-30,2023,10
HAIL,HM No  51838  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,LARA,COCONUT,3L,LARA COCONUT 3L,21-30,2022,10
RIYADH,HM No  99579  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,HILAL,VEGETABLE,0.75L,HILAL VEGETABLE 0.75L FAMILY PACK,11-20$,2022,5
JEDDAH,HM No  87363  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,RIMAL,SUNFLOWER,0.2L,RIMAL SUNFLOWER 0.2L,61-70,2022,5
RIYADH,HM No  73373  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,RAWABI,VEGETABLE,0.75L,RAWABI VEGETABLE 0.75L PLUS,71-80,2024,6
DAMMAM,HM No  96049  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,NOUR,SUNFLOWER,9L,NOUR SUNFLOWER 9L PREMIUM,21-30,2024,3
RIYADH,HM No  88481  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,SABAYA,VEGETABLE,0.2L,SABAYA VEGETABLE 0.2L PLUS,31-40,2022,11
YANBU,HM No  55161  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,HILAL,COCONUT,10L,HILAL COCONUT 10L FAMILY PACK,31-40,2024,3
AL KHARJ,HM No  83836  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,SABAYA,COCONUT,1.5L,SABAYA COCONUT 1.5L PLUS,61-70,2024,7
RIYADH,HM No  96711  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,HILAL,COCONUT,4L,HILAL COCONUT 4L PREMIUM,21-30,2022,10
AL BAHA,HM No  82605  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,NAJMA,COCONUT,10L,NAJMA COCONUT 10L PLUS,91-100,2022,8
JEDDAH,HM No  79806  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,GULF GOLD,CORN,0.6L,GULF GOLD CORN 0.6L,51-60,2024,6
HAIL,HM No  55847  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,GULF GOLD,SUNFLOWER,1L,GULF GOLD SUNFLOWER 1L ECO,51-60,2023,11
DAMMAM,HM No  58124  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,NAJMA,CORN,1L,NAJMA CORN 1L ECO,71-80,2024,11
DAMMAM,HM No  78890  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,BAYTNA,VEGETABLE,1.5L,BAYTNA VEGETABLE 1.5L PLUS,21-30,2024,7
AL KHARJ,HM No  79497  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,NAJMA,VEGETABLE,4.5L,NAJMA VEGETABLE 4.5L,41-50,2024,9
RIYADH,HM No  60129  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,LARA,SUNFLOWER,0.6L,LARA SUNFLOWER 0.6L PREMIUM,71-80,2022,4
JAZAN,HM No  80295  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,NOUR,SUNFLOWER,2.9L,NOUR SUNFLOWER 2.9L FAMILY PACK,91-100,2023,2
JEDDAH,HM No  61814  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,RAWABI,SUNFLOWER,0.75L,RAWABI SUNFLOWER 0.75L ECO,61-70,2022,6
HAIL,HM No  89607  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,HILAL,SUNFLOWER,0.5L,HILAL SUNFLOWER 0.5L PLUS,81-90,2022,9
DAMMAM,HM No  80799  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,HILAL,CORN,4L,HILAL CORN 4L,101+,2023,1
HAIL,HM No  78187  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,HILAL,CANOLA,0.75L,HILAL CANOLA 0.75L,71-80,2023,5
AL BAHA,HM No  61541  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,GULF GOLD,CANOLA,1L,GULF GOLD CANOLA 1L ECO,21-30,2023,12
YANBU,HM No  77506  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,LARA,COCONUT,0.2L,LARA COCONUT 0.2L,71-80,2023,5
DAMMAM,HM No  63015  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,RAWABI,SUNFLOWER,2.9L,RAWABI SUNFLOWER 2.9L PREMIUM,31-40,2024,7
HAIL,HM No  95409  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,NAJMA,VEGETABLE,10L,NAJMA VEGETABLE 10L PREMIUM,41-50,2022,12
AL BAHA,HM No  87911  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,NOUR,CORN,0.2L,NOUR CORN 0.2L TWIN PACK,81-90,2022,8
HAIL,HM No  57445  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,LARA,VEGETABLE,9L,LARA VEGETABLE 9L,81-90,2022,11
YANBU,HM No  91872  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,NAJMA,COCONUT,9L,NAJMA COCONUT 9L TWIN PACK,71-80,2024,9
DAMMAM,HM No  89383  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,HILAL,CORN,0.75L,HILAL CORN 0.75L TWIN PACK,101+,2022,6
HAIL,HM No  51061  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,LARA,VEGETABLE,0.5L,LARA VEGETABLE 0.5L FAMILY PACK,81-90,2024,8
JAZAN,HM No  76895  GS-CENTER-JAZAN MAIN RD  JAZAN,DESERT SUN CO,NOUR,VEGETABLE,1.8L,NOUR VEGETABLE 1.8L PREMIUM,61-70,2022,3
YANBU,HM No  78074  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,GULF GOLD,VEGETABLE,4L,GULF GOLD VEGETABLE 4L TWIN PACK,91-100,2023,7
TABUK,HM No  93227  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,LARA,VEGETABLE,0.5L,LARA VEGETABLE 0.5L,21-30,2022,11
RIYADH,HM No  90387  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,ZAHRA,SUNFLOWER,9L,ZAHRA SUNFLOWER 9L PREMIUM,91-100,2022,11
YANBU,HM No  82988  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,LARA,SUNFLOWER,0.75L,LARA SUNFLOWER 0.75L TWIN PACK,81-90,2024,7
JEDDAH,HM No  62816  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,ZAHRA,CORN,10L,ZAHRA CORN 10L ECO,71-80,2024,12
MAKKAH,HM No  75939  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NOUR,COCONUT,3L,NOUR COCONUT 3L PLUS,51-60,2024,5
TABUK,HM No  77178  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,NAJMA,SUNFLOWER,0.2L,NAJMA SUNFLOWER 0.2L,11-20$,2022,6
AL KHARJ,HM No  98578  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,NOUR,COCONUT,4L,NOUR COCONUT 4L ECO,41-50,2024,7
TAIF,HM No  90387  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,NAJMA,VEGETABLE,1.8L,NAJMA VEGETABLE 1.8L TWIN PACK,71-80,2024,3
JAZAN,HM No  70848  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,RAWABI,COCONUT,0.5L,RAWABI COCONUT 0.5L FAMILY PACK,31-40,2024,2
AL BAHA,HM No  87809  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,LARA,VEGETABLE,0.6L,LARA VEGETABLE 0.6L PLUS,41-50,2022,2
RIYADH,HM No  78666  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,RIMAL,COCONUT,0.2L,RIMAL COCONUT 0.2L PREMIUM,91-100,2022,10
